## TS_UTC=2026-03-03T05:01:18Z
## CMD: docker compose logs --no-color --tail=200 backend

backend-1  | {"ts":"2026-03-02T19:40:23.309084Z","level":"INFO","component":"scheduler","event":"scheduler_rule_start","run_id":"ec9962a9-774f-410f-be78-16200ee56faf","msg":"rule evaluation started","rule_id":"R-005","subject_key":"default","since":"2026-03-02T18:40:23.300090Z","until":"2026-03-02T19:40:23.300090Z"}
backend-1  | {"ts":"2026-03-02T20:00:23.305689Z","level":"ERROR","component":"scheduler","event":"scheduler_rule_error","run_id":"2434ec15-ece1-492f-8ffe-2cc794567641","msg":"rule evaluation failed","rule_id":"R-008","subject_key":"default","duration_ms":0,"error":{"type":"InternalError","message":"(psycopg2.errors.InFailedSqlTransaction) current transaction is aborted, commands ignored until end of transaction block\n\n[SQL: SAVEPOINT sa_savepoint_9]\n(Background on this error at: https://sqlalche.me/e/20/2j85)","stacktrace":"Traceback (most recent call last):\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py\", line 1967, in _exec_single_context\n    self.dialect.do_execute(\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py\", line 941, in do_execute\n    cursor.execute(statement, parameters)\npsycopg2.errors.InFailedSqlTransaction: current transaction is aborted, commands ignored until end of transaction block\n\n\nThe above exception was the direct cause of the following exception:\n\nTraceback (most recent call last):\n  File \"/app/services/scheduler.py\", line 429, in run_rule_engine_job\n    rule_devs = _call_rule(\n                ^^^^^^^^^^^\n  File \"/app/services/rule_engine.py\", line 50, in _call_rule\n    return fn(ctx)  # type: ignore[misc]\n           ^^^^^^^\n  Fil...<truncated>"}}
backend-1  | {"ts":"2026-03-02T20:00:23.305837Z","level":"INFO","component":"scheduler","event":"scheduler_rule_start","run_id":"2434ec15-ece1-492f-8ffe-2cc794567641","msg":"rule evaluation started","rule_id":"R-009","subject_key":"default","since":"2026-03-02T19:00:23.290182Z","until":"2026-03-02T20:00:23.290182Z"}
backend-1  | {"ts":"2026-03-02T20:00:23.307738Z","level":"ERROR","component":"scheduler","event":"scheduler_rule_error","run_id":"2434ec15-ece1-492f-8ffe-2cc794567641","msg":"rule evaluation failed","rule_id":"R-009","subject_key":"default","duration_ms":0,"error":{"type":"InternalError","message":"(psycopg2.errors.InFailedSqlTransaction) current transaction is aborted, commands ignored until end of transaction block\n\n[SQL: SAVEPOINT sa_savepoint_10]\n(Background on this error at: https://sqlalche.me/e/20/2j85)","stacktrace":"Traceback (most recent call last):\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py\", line 1967, in _exec_single_context\n    self.dialect.do_execute(\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py\", line 941, in do_execute\n    cursor.execute(statement, parameters)\npsycopg2.errors.InFailedSqlTransaction: current transaction is aborted, commands ignored until end of transaction block\n\n\nThe above exception was the direct cause of the following exception:\n\nTraceback (most recent call last):\n  File \"/app/services/scheduler.py\", line 429, in run_rule_engine_job\n    rule_devs = _call_rule(\n                ^^^^^^^^^^^\n  File \"/app/services/rule_engine.py\", line 50, in _call_rule\n    return fn(ctx)  # type: ignore[misc]\n           ^^^^^^^\n  Fil...<truncated>"}}
backend-1  | {"ts":"2026-03-02T20:00:23.307872Z","level":"INFO","component":"scheduler","event":"scheduler_rule_start","run_id":"2434ec15-ece1-492f-8ffe-2cc794567641","msg":"rule evaluation started","rule_id":"R-010","subject_key":"default","since":"2026-03-02T19:00:23.290182Z","until":"2026-03-02T20:00:23.290182Z"}
backend-1  | {"ts":"2026-03-02T20:00:23.309515Z","level":"ERROR","component":"scheduler","event":"scheduler_rule_error","run_id":"2434ec15-ece1-492f-8ffe-2cc794567641","msg":"rule evaluation failed","rule_id":"R-010","subject_key":"default","duration_ms":0,"error":{"type":"InternalError","message":"(psycopg2.errors.InFailedSqlTransaction) current transaction is aborted, commands ignored until end of transaction block\n\n[SQL: SAVEPOINT sa_savepoint_11]\n(Background on this error at: https://sqlalche.me/e/20/2j85)","stacktrace":"Traceback (most recent call last):\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py\", line 1967, in _exec_single_context\n    self.dialect.do_execute(\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py\", line 941, in do_execute\n    cursor.execute(statement, parameters)\npsycopg2.errors.InFailedSqlTransaction: current transaction is aborted, commands ignored until end of transaction block\n\n\nThe above exception was the direct cause of the following exception:\n\nTraceback (most recent call last):\n  File \"/app/services/scheduler.py\", line 429, in run_rule_engine_job\n    rule_devs = _call_rule(\n                ^^^^^^^^^^^\n  File \"/app/services/rule_engine.py\", line 50, in _call_rule\n    return fn(ctx)  # type: ignore[misc]\n           ^^^^^^^\n  Fil...<truncated>"}}
backend-1  | {"ts":"2026-03-02T20:00:23.311625Z","level":"ERROR","component":"scheduler","event":"scheduler_run_end","run_id":"2434ec15-ece1-492f-8ffe-2cc794567641","msg":"scheduler run failed","duration_ms":23,"error":{"type":"InternalError","message":"(psycopg2.errors.InFailedSqlTransaction) current transaction is aborted, commands ignored until end of transaction block\n\n[SQL: SELECT deviations.id AS deviations_id, deviations.rule_id AS deviations_rule_id, deviations.status AS deviations_status, deviations.severity AS deviations_severity, deviations.started_at AS deviations_started_at, deviations.last_seen_at AS deviations_last_seen_at, deviations.subject_key AS deviations_subject_key, deviations.org_id AS deviations_org_id, deviations.home_id AS deviations_home_id, deviations.subject_id AS deviations_subject_id, deviations.context AS deviations_context, deviations.evidence AS deviations_evidence \nFROM deviations \nWHERE deviations.subject_key = %(subject_key_1)s AND deviations.org_id = %(org_id_1)s AND deviations.home_id = %(home_id_1)s...<truncated>","stacktrace":"Traceback (most recent call last):\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py\", line 1967, in _exec_single_context\n    self.dialect.do_execute(\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py\", line 941, in do_execute\n    cursor.execute(statement, parameters)\npsycopg2.errors.InFailedSqlTransaction: current transaction is aborted, commands ignored until end of transaction block\n\n\nThe above exception was the direct cause of the following exception:\n\nTraceback (most recent call last):\n  File \"/app/services/scheduler.py\", line 524, in run_rule_engine_job\n    closed = _close_stale_deviations(\n             ^^^^^^^^^^^^^^^^^^^^^^^^\n  File \"/app/services/scheduler.py\", line 292, in _close_stale_deviations\n    .all()\n     ^^^^^\n  File \"/us...<truncated>"}}
backend-1  | {"ts":"2026-03-02T20:05:23.313915Z","level":"INFO","component":"scheduler","event":"scheduler_run_start","run_id":"60609107-be13-4e11-b133-c2a1717e3456","msg":"scheduler run started","interval_minutes":5,"since":"2026-03-02T20:00:23.313901Z","until":"2026-03-02T20:05:23.313901Z"}
backend-1  | {"ts":"2026-03-02T20:05:23.314080Z","level":"INFO","component":"scheduler","event":"scheduler_rule_start","run_id":"60609107-be13-4e11-b133-c2a1717e3456","msg":"rule evaluation started","rule_id":"R-001","subject_key":"default","since":"2026-03-02T17:05:23.313901Z","until":"2026-03-02T20:05:23.313901Z"}
backend-1  | {"ts":"2026-03-02T20:05:23.316383Z","level":"ERROR","component":"scheduler","event":"anomalies_runner_error","run_id":"n/a","msg":"anomalies runner failed","error":{"type":"InternalError","message":"(psycopg2.errors.InFailedSqlTransaction) current transaction is aborted, commands ignored until end of transaction block\n\n[SQL: \n            SELECT model_end\n            FROM baseline_model_status\n            WHERE org_id = %(org_id)s AND home_id = %(home_id)s AND subject_id = %(subject_id)s\n            ORDER BY model_end DESC\n            LIMIT 1\n            ]\n[parameters: {'org_id': 'default', 'home_id': 'default', 'subject_id': 'default'}]\n(Background on this error at: https://sqlalche.me/e/20/2j85)","stacktrace":"Traceback (most recent call last):\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py\", line 1967, in _exec_single_context\n    self.dialect.do_execute(\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py\", line 941, in do_execute\n    cursor.execute(statement, parameters)\npsycopg2.errors.InFailedSqlTransaction: current transaction is aborted, commands ignored until end of transaction block\n\n\nThe above exception was the direct cause of the following exception:\n\nTraceback (most recent call last):\n  File \"/app/services/scheduler.py\", line 581, in run_anomalies_job_safe\n    out = run_anomalies_job()\n          ^^^^^^^^^^^^^^^^^^^\n  File \"/app/services/scheduler.py\", line 996, in run_anomalies_job\n    rooms = _anomaly_list_room_ids(db, scope=scope)\n...<truncated>"}}
backend-1  | {"ts":"2026-03-02T20:05:23.316918Z","level":"ERROR","component":"scheduler","event":"scheduler_rule_error","run_id":"60609107-be13-4e11-b133-c2a1717e3456","msg":"rule evaluation failed","rule_id":"R-001","subject_key":"default","duration_ms":0,"error":{"type":"InternalError","message":"(psycopg2.errors.InFailedSqlTransaction) current transaction is aborted, commands ignored until end of transaction block\n\n[SQL: SAVEPOINT sa_savepoint_1]\n(Background on this error at: https://sqlalche.me/e/20/2j85)","stacktrace":"Traceback (most recent call last):\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py\", line 1967, in _exec_single_context\n    self.dialect.do_execute(\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py\", line 941, in do_execute\n    cursor.execute(statement, parameters)\npsycopg2.errors.InFailedSqlTransaction: current transaction is aborted, commands ignored until end of transaction block\n\n\nThe above exception was the direct cause of the following exception:\n\nTraceback (most recent call last):\n  File \"/app/services/scheduler.py\", line 429, in run_rule_engine_job\n    rule_devs = _call_rule(\n                ^^^^^^^^^^^\n  File \"/app/services/rule_engine.py\", line 50, in _call_rule\n    return fn(ctx)  # type: ignore[misc]\n           ^^^^^^^\n  Fil...<truncated>"}}
backend-1  | {"ts":"2026-03-02T20:05:23.317019Z","level":"INFO","component":"scheduler","event":"scheduler_rule_start","run_id":"60609107-be13-4e11-b133-c2a1717e3456","msg":"rule evaluation started","rule_id":"R-002","subject_key":"default","since":"2026-03-02T16:05:23.313901Z","until":"2026-03-02T20:05:23.313901Z"}
backend-1  | {"ts":"2026-03-02T20:05:23.318469Z","level":"ERROR","component":"scheduler","event":"scheduler_rule_error","run_id":"60609107-be13-4e11-b133-c2a1717e3456","msg":"rule evaluation failed","rule_id":"R-002","subject_key":"default","duration_ms":0,"error":{"type":"InternalError","message":"(psycopg2.errors.InFailedSqlTransaction) current transaction is aborted, commands ignored until end of transaction block\n\n[SQL: SAVEPOINT sa_savepoint_2]\n(Background on this error at: https://sqlalche.me/e/20/2j85)","stacktrace":"Traceback (most recent call last):\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py\", line 1967, in _exec_single_context\n    self.dialect.do_execute(\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py\", line 941, in do_execute\n    cursor.execute(statement, parameters)\npsycopg2.errors.InFailedSqlTransaction: current transaction is aborted, commands ignored until end of transaction block\n\n\nThe above exception was the direct cause of the following exception:\n\nTraceback (most recent call last):\n  File \"/app/services/scheduler.py\", line 429, in run_rule_engine_job\n    rule_devs = _call_rule(\n                ^^^^^^^^^^^\n  File \"/app/services/rule_engine.py\", line 50, in _call_rule\n    return fn(ctx)  # type: ignore[misc]\n           ^^^^^^^\n  Fil...<truncated>"}}
backend-1  | {"ts":"2026-03-02T20:05:23.318573Z","level":"INFO","component":"scheduler","event":"scheduler_rule_start","run_id":"60609107-be13-4e11-b133-c2a1717e3456","msg":"rule evaluation started","rule_id":"R-003","subject_key":"default","since":"2026-03-02T16:05:23.313901Z","until":"2026-03-02T20:05:23.313901Z"}
backend-1  | {"ts":"2026-03-02T20:05:23.319812Z","level":"ERROR","component":"scheduler","event":"scheduler_rule_error","run_id":"60609107-be13-4e11-b133-c2a1717e3456","msg":"rule evaluation failed","rule_id":"R-003","subject_key":"default","duration_ms":0,"error":{"type":"InternalError","message":"(psycopg2.errors.InFailedSqlTransaction) current transaction is aborted, commands ignored until end of transaction block\n\n[SQL: SAVEPOINT sa_savepoint_3]\n(Background on this error at: https://sqlalche.me/e/20/2j85)","stacktrace":"Traceback (most recent call last):\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py\", line 1967, in _exec_single_context\n    self.dialect.do_execute(\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py\", line 941, in do_execute\n    cursor.execute(statement, parameters)\npsycopg2.errors.InFailedSqlTransaction: current transaction is aborted, commands ignored until end of transaction block\n\n\nThe above exception was the direct cause of the following exception:\n\nTraceback (most recent call last):\n  File \"/app/services/scheduler.py\", line 429, in run_rule_engine_job\n    rule_devs = _call_rule(\n                ^^^^^^^^^^^\n  File \"/app/services/rule_engine.py\", line 50, in _call_rule\n    return fn(ctx)  # type: ignore[misc]\n           ^^^^^^^\n  Fil...<truncated>"}}
backend-1  | {"ts":"2026-03-02T20:05:23.319904Z","level":"INFO","component":"scheduler","event":"scheduler_rule_start","run_id":"60609107-be13-4e11-b133-c2a1717e3456","msg":"rule evaluation started","rule_id":"R-004","subject_key":"default","since":"2026-03-02T19:05:23.313901Z","until":"2026-03-02T20:05:23.313901Z"}
backend-1  | {"ts":"2026-03-02T20:05:23.321068Z","level":"ERROR","component":"scheduler","event":"scheduler_rule_error","run_id":"60609107-be13-4e11-b133-c2a1717e3456","msg":"rule evaluation failed","rule_id":"R-004","subject_key":"default","duration_ms":0,"error":{"type":"InternalError","message":"(psycopg2.errors.InFailedSqlTransaction) current transaction is aborted, commands ignored until end of transaction block\n\n[SQL: SAVEPOINT sa_savepoint_4]\n(Background on this error at: https://sqlalche.me/e/20/2j85)","stacktrace":"Traceback (most recent call last):\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py\", line 1967, in _exec_single_context\n    self.dialect.do_execute(\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py\", line 941, in do_execute\n    cursor.execute(statement, parameters)\npsycopg2.errors.InFailedSqlTransaction: current transaction is aborted, commands ignored until end of transaction block\n\n\nThe above exception was the direct cause of the following exception:\n\nTraceback (most recent call last):\n  File \"/app/services/scheduler.py\", line 429, in run_rule_engine_job\n    rule_devs = _call_rule(\n                ^^^^^^^^^^^\n  File \"/app/services/rule_engine.py\", line 50, in _call_rule\n    return fn(ctx)  # type: ignore[misc]\n           ^^^^^^^\n  Fil...<truncated>"}}
backend-1  | {"ts":"2026-03-02T20:05:23.321158Z","level":"INFO","component":"scheduler","event":"scheduler_rule_start","run_id":"60609107-be13-4e11-b133-c2a1717e3456","msg":"rule evaluation started","rule_id":"R-005","subject_key":"default","since":"2026-03-02T19:05:23.313901Z","until":"2026-03-02T20:05:23.313901Z"}
backend-1  | {"ts":"2026-03-02T20:05:23.322358Z","level":"ERROR","component":"scheduler","event":"scheduler_rule_error","run_id":"60609107-be13-4e11-b133-c2a1717e3456","msg":"rule evaluation failed","rule_id":"R-005","subject_key":"default","duration_ms":0,"error":{"type":"InternalError","message":"(psycopg2.errors.InFailedSqlTransaction) current transaction is aborted, commands ignored until end of transaction block\n\n[SQL: SAVEPOINT sa_savepoint_5]\n(Background on this error at: https://sqlalche.me/e/20/2j85)","stacktrace":"Traceback (most recent call last):\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py\", line 1967, in _exec_single_context\n    self.dialect.do_execute(\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py\", line 941, in do_execute\n    cursor.execute(statement, parameters)\npsycopg2.errors.InFailedSqlTransaction: current transaction is aborted, commands ignored until end of transaction block\n\n\nThe above exception was the direct cause of the following exception:\n\nTraceback (most recent call last):\n  File \"/app/services/scheduler.py\", line 429, in run_rule_engine_job\n    rule_devs = _call_rule(\n                ^^^^^^^^^^^\n  File \"/app/services/rule_engine.py\", line 50, in _call_rule\n    return fn(ctx)  # type: ignore[misc]\n           ^^^^^^^\n  Fil...<truncated>"}}
backend-1  | {"ts":"2026-03-02T20:05:23.322442Z","level":"INFO","component":"scheduler","event":"scheduler_rule_start","run_id":"60609107-be13-4e11-b133-c2a1717e3456","msg":"rule evaluation started","rule_id":"R-006","subject_key":"default","since":"2026-03-02T19:05:23.313901Z","until":"2026-03-02T20:05:23.313901Z"}
backend-1  | {"ts":"2026-03-02T20:05:23.323875Z","level":"ERROR","component":"scheduler","event":"scheduler_rule_error","run_id":"60609107-be13-4e11-b133-c2a1717e3456","msg":"rule evaluation failed","rule_id":"R-006","subject_key":"default","duration_ms":0,"error":{"type":"InternalError","message":"(psycopg2.errors.InFailedSqlTransaction) current transaction is aborted, commands ignored until end of transaction block\n\n[SQL: SAVEPOINT sa_savepoint_7]\n(Background on this error at: https://sqlalche.me/e/20/2j85)","stacktrace":"Traceback (most recent call last):\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py\", line 1967, in _exec_single_context\n    self.dialect.do_execute(\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py\", line 941, in do_execute\n    cursor.execute(statement, parameters)\npsycopg2.errors.InFailedSqlTransaction: current transaction is aborted, commands ignored until end of transaction block\n\n\nThe above exception was the direct cause of the following exception:\n\nTraceback (most recent call last):\n  File \"/app/services/scheduler.py\", line 454, in run_rule_engine_job\n    rule_row = _get_or_create_rule_row(db, rule_key=rid)\n               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File \"/app/services/scheduler.py\", line 177, in _get_or_create_rule...<truncated>"}}
backend-1  | {"ts":"2026-03-02T20:05:23.323983Z","level":"INFO","component":"scheduler","event":"scheduler_rule_start","run_id":"60609107-be13-4e11-b133-c2a1717e3456","msg":"rule evaluation started","rule_id":"R-007","subject_key":"default","since":"2026-03-02T19:05:23.313901Z","until":"2026-03-02T20:05:23.313901Z"}
backend-1  | {"ts":"2026-03-02T20:05:23.325405Z","level":"ERROR","component":"scheduler","event":"scheduler_rule_error","run_id":"60609107-be13-4e11-b133-c2a1717e3456","msg":"rule evaluation failed","rule_id":"R-007","subject_key":"default","duration_ms":0,"error":{"type":"InternalError","message":"(psycopg2.errors.InFailedSqlTransaction) current transaction is aborted, commands ignored until end of transaction block\n\n[SQL: SAVEPOINT sa_savepoint_8]\n(Background on this error at: https://sqlalche.me/e/20/2j85)","stacktrace":"Traceback (most recent call last):\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py\", line 1967, in _exec_single_context\n    self.dialect.do_execute(\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py\", line 941, in do_execute\n    cursor.execute(statement, parameters)\npsycopg2.errors.InFailedSqlTransaction: current transaction is aborted, commands ignored until end of transaction block\n\n\nThe above exception was the direct cause of the following exception:\n\nTraceback (most recent call last):\n  File \"/app/services/scheduler.py\", line 429, in run_rule_engine_job\n    rule_devs = _call_rule(\n                ^^^^^^^^^^^\n  File \"/app/services/rule_engine.py\", line 50, in _call_rule\n    return fn(ctx)  # type: ignore[misc]\n           ^^^^^^^\n  Fil...<truncated>"}}
backend-1  | {"ts":"2026-03-02T20:05:23.325498Z","level":"INFO","component":"scheduler","event":"scheduler_rule_start","run_id":"60609107-be13-4e11-b133-c2a1717e3456","msg":"rule evaluation started","rule_id":"R-008","subject_key":"default","since":"2026-03-02T19:05:23.313901Z","until":"2026-03-02T20:05:23.313901Z"}
backend-1  | {"ts":"2026-03-02T20:05:23.326757Z","level":"ERROR","component":"scheduler","event":"scheduler_rule_error","run_id":"60609107-be13-4e11-b133-c2a1717e3456","msg":"rule evaluation failed","rule_id":"R-008","subject_key":"default","duration_ms":0,"error":{"type":"InternalError","message":"(psycopg2.errors.InFailedSqlTransaction) current transaction is aborted, commands ignored until end of transaction block\n\n[SQL: SAVEPOINT sa_savepoint_9]\n(Background on this error at: https://sqlalche.me/e/20/2j85)","stacktrace":"Traceback (most recent call last):\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py\", line 1967, in _exec_single_context\n    self.dialect.do_execute(\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py\", line 941, in do_execute\n    cursor.execute(statement, parameters)\npsycopg2.errors.InFailedSqlTransaction: current transaction is aborted, commands ignored until end of transaction block\n\n\nThe above exception was the direct cause of the following exception:\n\nTraceback (most recent call last):\n  File \"/app/services/scheduler.py\", line 429, in run_rule_engine_job\n    rule_devs = _call_rule(\n                ^^^^^^^^^^^\n  File \"/app/services/rule_engine.py\", line 50, in _call_rule\n    return fn(ctx)  # type: ignore[misc]\n           ^^^^^^^\n  Fil...<truncated>"}}
backend-1  | {"ts":"2026-03-02T20:05:23.326845Z","level":"INFO","component":"scheduler","event":"scheduler_rule_start","run_id":"60609107-be13-4e11-b133-c2a1717e3456","msg":"rule evaluation started","rule_id":"R-009","subject_key":"default","since":"2026-03-02T19:05:23.313901Z","until":"2026-03-02T20:05:23.313901Z"}
backend-1  | {"ts":"2026-03-02T20:05:23.328105Z","level":"ERROR","component":"scheduler","event":"scheduler_rule_error","run_id":"60609107-be13-4e11-b133-c2a1717e3456","msg":"rule evaluation failed","rule_id":"R-009","subject_key":"default","duration_ms":0,"error":{"type":"InternalError","message":"(psycopg2.errors.InFailedSqlTransaction) current transaction is aborted, commands ignored until end of transaction block\n\n[SQL: SAVEPOINT sa_savepoint_10]\n(Background on this error at: https://sqlalche.me/e/20/2j85)","stacktrace":"Traceback (most recent call last):\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py\", line 1967, in _exec_single_context\n    self.dialect.do_execute(\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py\", line 941, in do_execute\n    cursor.execute(statement, parameters)\npsycopg2.errors.InFailedSqlTransaction: current transaction is aborted, commands ignored until end of transaction block\n\n\nThe above exception was the direct cause of the following exception:\n\nTraceback (most recent call last):\n  File \"/app/services/scheduler.py\", line 429, in run_rule_engine_job\n    rule_devs = _call_rule(\n                ^^^^^^^^^^^\n  File \"/app/services/rule_engine.py\", line 50, in _call_rule\n    return fn(ctx)  # type: ignore[misc]\n           ^^^^^^^\n  Fil...<truncated>"}}
backend-1  | {"ts":"2026-03-02T20:05:23.328190Z","level":"INFO","component":"scheduler","event":"scheduler_rule_start","run_id":"60609107-be13-4e11-b133-c2a1717e3456","msg":"rule evaluation started","rule_id":"R-010","subject_key":"default","since":"2026-03-02T19:05:23.313901Z","until":"2026-03-02T20:05:23.313901Z"}
backend-1  | {"ts":"2026-03-02T20:05:23.329319Z","level":"ERROR","component":"scheduler","event":"scheduler_rule_error","run_id":"60609107-be13-4e11-b133-c2a1717e3456","msg":"rule evaluation failed","rule_id":"R-010","subject_key":"default","duration_ms":0,"error":{"type":"InternalError","message":"(psycopg2.errors.InFailedSqlTransaction) current transaction is aborted, commands ignored until end of transaction block\n\n[SQL: SAVEPOINT sa_savepoint_11]\n(Background on this error at: https://sqlalche.me/e/20/2j85)","stacktrace":"Traceback (most recent call last):\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py\", line 1967, in _exec_single_context\n    self.dialect.do_execute(\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py\", line 941, in do_execute\n    cursor.execute(statement, parameters)\npsycopg2.errors.InFailedSqlTransaction: current transaction is aborted, commands ignored until end of transaction block\n\n\nThe above exception was the direct cause of the following exception:\n\nTraceback (most recent call last):\n  File \"/app/services/scheduler.py\", line 429, in run_rule_engine_job\n    rule_devs = _call_rule(\n                ^^^^^^^^^^^\n  File \"/app/services/rule_engine.py\", line 50, in _call_rule\n    return fn(ctx)  # type: ignore[misc]\n           ^^^^^^^\n  Fil...<truncated>"}}
backend-1  | {"ts":"2026-03-02T20:05:23.330750Z","level":"ERROR","component":"scheduler","event":"scheduler_run_end","run_id":"60609107-be13-4e11-b133-c2a1717e3456","msg":"scheduler run failed","duration_ms":17,"error":{"type":"InternalError","message":"(psycopg2.errors.InFailedSqlTransaction) current transaction is aborted, commands ignored until end of transaction block\n\n[SQL: SELECT deviations.id AS deviations_id, deviations.rule_id AS deviations_rule_id, deviations.status AS deviations_status, deviations.severity AS deviations_severity, deviations.started_at AS deviations_started_at, deviations.last_seen_at AS deviations_last_seen_at, deviations.subject_key AS deviations_subject_key, deviations.org_id AS deviations_org_id, deviations.home_id AS deviations_home_id, deviations.subject_id AS deviations_subject_id, deviations.context AS deviations_context, deviations.evidence AS deviations_evidence \nFROM deviations \nWHERE deviations.subject_key = %(subject_key_1)s AND deviations.org_id = %(org_id_1)s AND deviations.home_id = %(home_id_1)s...<truncated>","stacktrace":"Traceback (most recent call last):\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py\", line 1967, in _exec_single_context\n    self.dialect.do_execute(\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py\", line 941, in do_execute\n    cursor.execute(statement, parameters)\npsycopg2.errors.InFailedSqlTransaction: current transaction is aborted, commands ignored until end of transaction block\n\n\nThe above exception was the direct cause of the following exception:\n\nTraceback (most recent call last):\n  File \"/app/services/scheduler.py\", line 524, in run_rule_engine_job\n    closed = _close_stale_deviations(\n             ^^^^^^^^^^^^^^^^^^^^^^^^\n  File \"/app/services/scheduler.py\", line 292, in _close_stale_deviations\n    .all()\n     ^^^^^\n  File \"/us...<truncated>"}}
backend-1  | {"ts":"2026-03-02T20:10:23.287179Z","level":"INFO","component":"scheduler","event":"scheduler_run_start","run_id":"3694f792-9e8e-449a-b756-48d11b75bd9c","msg":"scheduler run started","interval_minutes":5,"since":"2026-03-02T20:05:23.287162Z","until":"2026-03-02T20:10:23.287162Z"}
backend-1  | {"ts":"2026-03-02T20:10:23.287424Z","level":"INFO","component":"scheduler","event":"scheduler_rule_start","run_id":"3694f792-9e8e-449a-b756-48d11b75bd9c","msg":"rule evaluation started","rule_id":"R-001","subject_key":"default","since":"2026-03-02T17:10:23.287162Z","until":"2026-03-02T20:10:23.287162Z"}
backend-1  | {"ts":"2026-03-02T20:10:23.290379Z","level":"ERROR","component":"scheduler","event":"scheduler_rule_error","run_id":"3694f792-9e8e-449a-b756-48d11b75bd9c","msg":"rule evaluation failed","rule_id":"R-001","subject_key":"default","duration_ms":1,"error":{"type":"InternalError","message":"(psycopg2.errors.InFailedSqlTransaction) current transaction is aborted, commands ignored until end of transaction block\n\n[SQL: SAVEPOINT sa_savepoint_1]\n(Background on this error at: https://sqlalche.me/e/20/2j85)","stacktrace":"Traceback (most recent call last):\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py\", line 1967, in _exec_single_context\n    self.dialect.do_execute(\n  File \"/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py\", line 941, in do_execute\n    cursor.execute(statement, parameters)\npsycopg2.errors.InFailedSqlTransaction: current transaction is aborted, commands ignored until end of transaction block\n\n\nThe above exception was the direct cause of the following exception:\n\nTraceback (most recent call last):\n  File \"/app/services/scheduler.py\", line 429, in run_rule_engine_job\n    rule_devs = _call_rule(\n                ^^^^^^^^^^^\n  File \"/app/services/rule_engine.py\", line 50, in _call_rule\n    return fn(ctx)  # type: ignore[misc]\n           ^^^^^^^\n  Fil...<truncated>"}}
backend-1  | {"ts":"2026-03-02T20:10:23.290517Z","level":"INFO","component":"scheduler","event":"scheduler_rule_start","run_id":"3694f792-9e8e-449a-b756-48d11b75bd9c","msg":"rule evaluation started","rule_id":"R-002","subject_key":"default","since":"2026-03-02T16:10:23.287162Z","until":"2026-03-02T20:10:23.287162Z"}
